प्रथमोऽध्याय,प्रथम+अध्याय
दुःखिताऽह,दुःखिता+अह
हरिरिति,हरि+इति
त्वरितमिति,त्वरितम+इति
चातुर्यमित्यादि,चातुर्यम+इत्यादि
विनोदश्चक्रे,विनोद+चक्रे
अद्याऽह,अद्य+अह
सुताऽद्य,सुता+अद्य
सत्यमेतद,सत्यम+एतद
विलसन्नपि,विलसन+अपि
निश्यपि,निशि+अपि
पौलोमीव,पौलोमी+इव
कुधिया,भवति+इति
च,तदा+एव
समुद्रे।,क्षिप्त+अह
लोकवार्त्तया,प्राप्त+तत्र
शनैर्भ्रमन,शनै+भ्रमन
कथमेव,कथम+एव
तदत्रैव,तत+अत्रैव
प्राप्तस्तथापि,प्राप्त+तथापि
देशनाऽन्ते,देशना+अन्ते
तेनाऽह,तेन+अह
प्रवर्त्तितोऽस्ति,प्रवर्त्तित+अस्ति
हितकृदस्ति,हितकृत+अस्ति
शुभाध्यवसायवर्जितोऽविदितशुभवलेश्योऽविज्ञातपञ्चविषयसुख,सर्वथा+एव
मोहादिभिर्विकलीकृत्य,तत+असौ
प्रायोऽस्य,प्राय+अस्य
नाऽशक्त,न+अशक्त
प्रवृत्तश्च,प्रवृत्त+च
सदोद्युक्त,सदा+उद्युक्त
क्षुब्धश्च,क्षुब्ध+च
तदाकर्णय,तत+आकर्णय
चाऽग्रे,च+अग्रे
तदसौ,तत+असौ
इत्थमसौ,इत्थम+असौ
अथेत्थ,अथ+इत्थ
भ्रमन्नन्यदा,भ्रमन+अन्यदा
लग्नस्तावत,लग्न+तावत
पुनरनन्त,पुन+अनन्त
उपायनमेक,उपायनम+एकम
कस्माच्चित,कस्मात+चित
किञ्चित्काल,किञ्चित+कालम
प्रत्यागत्य,प्रति+आगत्य
रहस्यमेक,रहस्यम+एकम
अपि,च+अपि
एतदपि,एतद+अपि
एतमेव,एवम+एव
इत्येषा,इति+एषा
सन्नपि,सन+अपि
कृपणश्च,कृपण+च
फलमेव,फलम+एव
यक्षश्च,यक्ष+च
एतदत्र,एतद+अत्र
कोऽय,क+अयम
अधिकृत्यापि,अधिकृत्य+अपि
इत्येत,इति+एतम
निर्माणमपि,निर्माणम+अपि
तपसश्च,तपस+च
यद्यत,यत+यत
एकैक,एक+एकम
विलासश्च,विलास+च
उपस्थितिर्वा,उपस्थिति+वा
प्रवृत्तिस्तथा,प्रवृत्ति+तथा
शाब्दबोधश्च,शाब्दबोध+च
तथाऽत्र,तथा+अत्र
इत्यन्यत्र,इति+अन्यत्र
चाकाश,च+आकाश
विफलेति,विफला+इति
युष्मदिति,युष्मत+इति
सारमिति,सारम+इति
आहार्येति,आहार्य+इति
कथञ्चिदिति,कथञ्चित+इति
इत्याशय,इति+आशय
साहित्यमिह,साहित्यम+इह
संभावनेति,संभावना+इति
व्यवहारोऽत,व्यवहार+अत
पार्थक्यमपि,पार्थक्यम+अपि
प्रयोगस्तदा,प्रयोग+तदा
चैत्र,च+अत्र
प्रक्रान्तेति,प्रक्रान्त+इति
एकेति,एका+इति
मिथोऽपि,मिथ+अपि
कुब्जेति,कुब्ज+इति
अधिकेति,अधिका+इति
भगवानस्तु,भगवान+अस्तु
यतस्तत,यत+तत
स्थलपद्मिनीव,स्थलपद्मिनि+इव
यस्यैषा,यस्य+एषा
युधिष्ठिरोऽत्र,युधिष्ठिर+अत्र
त्यजेति,त्यज+इति
दीनमूदीक्ष्य,दीनम+उदीक्ष्य
नावेक्ष्य,न+अवेक्ष्य
तावदात्मा,तावत+आत्मा
यावदद्य,यावत+अद्य
प्रथममद्य,प्रथमम+अद्य
सुप्तश्च,सुप्त+च
यन्मे,यत+मे
वीरमुत्पाद्य,वीरम+उत्पाद्य
दर्पोऽपि,दर्प+अपि
पुत्रोऽभिमन्यु,पुत्र+अभिमन्यु
यातोऽद्य,यात+अद्य
क्वचिदभेद,क्वचित+अभेद
एवे"त्यादि,एव+इत्यादि
भानापत्ति,भान+आपत्ति
एव,एवम+चैत्र
संसर्गस्तु,संसर्ग+तु
घटोपस्थिति,घट+उपस्थिति
पदविशिष्टत्वाभावादितिचेन्न,चेत+न
सकृदुच्चरित,सकृत+उच्चरित
इत्यनुगम,इति+अनुगम
अनुगमस्तु,अनुगम+तु
सहान्वय,सह+अन्वय
इत्यर्थे,इति+अर्थे
